Course Name,University / Industry Partner Name,Type of Content,Difficulty Level,Avg Total Learning Hours,Learning Hours-by instructor,Course Rating,Course URL,Course Description,Skills Learned,Scorable Skills,Specialization,Specialization URL,Subtitle Language,Course Language,ML Translation,Domain,Sub-Domain,Course ID,Specialization Ids,New Course,instructor,enrollment_count,Language_Flag
What Can AI Do for Marketing?,Emory University,Course,BEGINNER,2.967805718,15,4.5,https://www.coursera.org/learn/whatcanaidoformarketing,"Explore the transformative potential of artificial intelligence in the marketing landscape. This course is designed to help you distinguish between the opportunities for developing new AI algorithms and those for applying existing AI technologies in marketing. You will learn how to identify and capitalize on AI-driven opportunities to enhance marketing strategies, improve customer engagement, and drive business growth. Delve into the crucial role of data in AI applications, discovering how to collect, analyze, and leverage data to inform marketing decisions. Understand the process of mapping and managing the customer journey with AI tools, ensuring personalized and efficient customer experiences. Learn to assess the impact of AI implementations on your marketing efforts, measuring success and refining strategies for optimal results. This course also addresses the critical issue of bias in AI, providing insights on how to recognize and mitigate biases in machine learning algorithms to ensure fair and ethical marketing practices. By the end of this course, you will be equipped with the knowledge and skills to harness AI's full potential in the marketing domain. Join us to unlock the future of marketing with AI.","Customer experience improvement, AI Personalization, Responsible AI, Artificial Intelligence, Customer Insights, Data Collection, Marketing Strategies, Marketing Effectiveness, Data-Driven Decision-Making, AI Enablement, Marketing, Marketing Analytics","Customer experience improvement, AI Personalization, Responsible AI, Artificial Intelligence, Customer Insights, Data Collection, Marketing Strategies, Marketing Effectiveness, Data-Driven Decision-Making, AI Enablement, Marketing, Marketing Analytics",AI for Marketing,https://www.coursera.org/specializations/aiformarketing,"Spanish, Hungarian, Kazakh, Uzbek, English",English,"Spanish, Hungarian, Kazakh, Uzbek",Business,Marketing,zmP9TLhOEemGtA7rEllIMg,ziL9HrhOEemyNg64Bd3fIA,FALSE,David Schweidel,6671,English
GenAI for Healthcare Automation,Coursera,Course,BEGINNER,2.074322315,5,4.6,https://www.coursera.org/learn/genai-for-healthcare-automation,"In this course, we’ll cut through the jargon and dive straight into the exciting ways AI is transforming healthcare. From improving patient care and streamlining paperwork to driving medical breakthroughs, AI is already making a huge impact – for example, it can predict patient outcomes with up to 95% accuracy in some cases. We'll also tackle the tricky aspects, like ensuring ethical use and avoiding the fear of ""robots taking over."" With 75% of healthcare executives believing AI will improve patient care, we’ll explore how to make it work the right way.

This course is designed for healthcare professionals, hospital administrators, health IT staff, and anyone interested in healthcare technology innovation.

A basic understanding of healthcare processes and terminology and a familiarity with general technology concepts like prompting AI (e.g., ChatGPT) are recommended. No programming experience required.

By the time we're done, you'll be the one at the water cooler saying, ""Actually, let me tell you how AI could solve that problem..."" You'll spot opportunities to use this tech in your own work, and who knows? You might just spark the next big innovation in your organization. With AI potentially saving the healthcare industry $150 billion annually by 2026, the possibilities are endless!","Responsible AI, Generative AI Agents, Artificial Intelligence, Healthcare Ethics, Innovation, Clinical Documentation, Health Technology, Data Ethics, Healthcare Project Management, Automation, Health Informatics, System Implementation, Predictive Modeling, Healthcare Industry Knowledge","Responsible AI, Generative AI Agents, Artificial Intelligence, Healthcare Ethics, Innovation, Clinical Documentation, Health Technology, Data Ethics, Healthcare Project Management, Automation, Health Informatics, System Implementation, Predictive Modeling, Healthcare Industry Knowledge",Generative AI-Powered Solutions for Modern Healthcare,https://www.coursera.org/specializations/generative-ai-powered-solutions-for-modern-healthcare,English,English,"Spanish, German, French, Arabic",Health,Healthcare Management,zk2ZVKvKEe-gCBKpUApi9w,7-_mWRyaTQGddktDDzdJUg,FALSE,Ritesh Vajariya,810,English
"ChatGPT for Project Management: Execution, Tracking, Success",Vanderbilt University,Course,BEGINNER,2.905136566,4,4.73,https://www.coursera.org/learn/chatgpt-project-management-execution,"In ""ChatGPT for Project Management: Execution, Tracking, Success,"" you’ll learn how to harness the power of generative AI to streamline project management during the critical execution phase. This course focuses on using ChatGPT to synthesize information from various sources, such as emails and reports, into cohesive documents that accurately track project progress. You'll discover how AI can enhance scheduling, make meetings more engaging, and transform meeting transcripts into actionable work products.

You’ll also explore how multimodal prompting can facilitate real-time team collaboration, enabling AI-driven brainstorming and the production of deliverables directly from your team’s interactions. The course covers advanced techniques, such as using AI to conduct ""pre-work"" on tasks, draft key project outputs, and assist with producing detailed documentation. By the end of this course, you’ll be equipped with practical, AI-powered strategies to optimize your project execution and help you succeed.","Project Management, Prompt Engineering, Brainstorming, Generative AI, Collaborative Software, Taking Meeting Minutes, Meeting Facilitation, Report Writing, LLM Application, ChatGPT, Document Control, Management Reporting, Calendar Management","Project Management, Prompt Engineering, Brainstorming, Generative AI, Collaborative Software, Taking Meeting Minutes, Meeting Facilitation, Report Writing, LLM Application, ChatGPT, Document Control, Calendar Management",ChatGPT for Project Management - Leveraging AI for Success,https://www.coursera.org/specializations/chatgpt-project-management,,English,"Spanish, German, French, Arabic, Kazakh, Japanese, Uzbek",Business,Business Essentials,zioab2rnEe-zXBID9Vp6zQ,tsjfjljzTMapT5CirlZjmg,FALSE,Dr. Jules White,27971,English
Analyze & Deploy Scalable LLM Architectures,Coursera,Course,INTERMEDIATE,,2,,https://www.coursera.org/learn/analyze-and-deploy-scalable-llm-architectures,"Analyze & Deploy Scalable LLM Architectures is an intermediate course for ML engineers and AI practitioners tasked with moving large language model (LLM) prototypes into production. Many powerful models fail under real-world load due to architectural flaws. This course teaches you to prevent that.

You will learn to analyze multi-stage architectures such as RAG to diagnose and quantify performance bottlenecks with evidence, not assumptions. You will then master the tools of production-grade operations, designing and writing declarative Helm charts to deploy containerized LLM applications on Kubernetes. The curriculum focuses on building resilient, scalable systems by implementing Horizontal Pod Autoscaling (HPA) to handle unpredictable traffic and managing the full deployment lifecycle with controlled rollouts and rapid rollbacks.

By the end of this course, you will be able to transform fragile prototypes into robust, reliable, and scalable production services.","Kubernetes, Containerization, Application Performance Management, Continuous Delivery, Model Deployment, Cloud Deployment, Infrastructure as Code (IaC), Performance Testing, Application Deployment, LLM Application, MLOps (Machine Learning Operations), Performance Tuning, Analysis, Release Management, Retrieval-Augmented Generation, Performance Analysis, Scalability, Large Language Modeling, Configuration Management, Systems Analysis","Kubernetes, Containerization, Application Performance Management, Continuous Delivery, Model Deployment, Cloud Deployment, Infrastructure as Code (IaC), Performance Testing, Application Deployment, LLM Application, MLOps (Machine Learning Operations), Performance Tuning, Analysis, Release Management, Retrieval-Augmented Generation, Performance Analysis, Scalability, Large Language Modeling, Configuration Management, Systems Analysis",Microservices Architecture for AI Systems,https://www.coursera.org/specializations/microservices-architecture-for-ai-systems,English,English,,Computer Science,Design and Product,zhHtVKWqEfCpzgr_4yIONQ,Rowui4JNTdSXKtDYX4Lxgw,FALSE,LearningMate,65,English
DevOps and AI on AWS: CI/CD for Generative AI Applications,Amazon Web Services,Course,BEGINNER,4.594117966,12,4.36,https://www.coursera.org/learn/cicd-generative-ai-apps,"In this course, we focus on the DevOps practices of building, deploying, and managing applications enhanced with generative AI features. You’ll learn how to implement Continuous Integration and Continuous Deployment (CI/CD) pipelines, explore strategies for reliable automation, and improve monitoring and observability for your applications. The course emphasizes practical skills to streamline releases, reduce potential errors, and maintain high-quality, scalable systems in dynamic cloud environments.  

With dedicated modules for Automatic deployments, Infrastructure as Code, Monitoring, and Operations, you’ll improve your understanding and ability to execute as a Developer or DevOps Engineer. Get comfortable with AWS services by learning how to use Amazon CodeDeploy in a CI/CD pipeline and using the AWS Cloud Development Kit. You’ll then use AWS Services to help with observability and monitoring (Amazon CloudWatch Anomaly detection and AWS X-Ray insights) - both services with AI features to help with more effective monitoring and alarms. By the end of this course, you’ll have built a robust application that supports continuous releases, improves time to market for new features and fixes, and reduce potential for human error.","CI/CD, AWS CloudFormation, Application Deployment, Infrastructure as Code (IaC), DevOps, Model Deployment, Generative AI, Amazon Web Services, Amazon CloudWatch, System Monitoring, Continuous Integration, Cloud Applications, Automation, Cloud Management, Continuous Deployment, Cloud Deployment, Continuous Monitoring","CI/CD, AWS CloudFormation, Application Deployment, Infrastructure as Code (IaC), DevOps, Model Deployment, Generative AI, Amazon Web Services, Amazon CloudWatch, System Monitoring, Continuous Integration, Cloud Applications, Automation, Cloud Management, Continuous Deployment, Cloud Deployment, Continuous Monitoring",DevOps and AI on AWS,https://www.coursera.org/specializations/devops-ai-aws,English,English,"Spanish, German, French, Arabic, Hungarian, Kazakh, Uzbek",Information Technology,Cloud Computing,zfwFaOQQEe-ccQr_xjRSew,HSEJAlhXT0WZl_qjY842-g,FALSE,Russell Sayers,1917,English
Using Generative AI to Modernize Legacy Apps,IBM,Short Course,NOT CALIBRATED,,1,,https://www.coursera.org/videos/using-generative-ai-to-modernize-legacy-apps/ItG4k,"Legacy applications runs mission critical applications in almost every organization. There are opportunities for lots of performance gains and cost savings, but refactoring these older applications is difficult work. Well, it may be getting a little easier. In this video Martin Keen walks through six ways generative AI can help, like creating documentation, reverse engineering, code generation.","Machine Learning, Performance Tuning, LLM Application, AI Enablement, Automation, Maintainability, Code Review, Generative AI","Machine Learning, Performance Tuning, LLM Application, AI Enablement, Automation, Maintainability, Code Review, Generative AI",,,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, English, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",English,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Data Science,Machine Learning,zfSPeG5bEe6tnQrK3yNnuQ,,FALSE,,,English
Streamlined Project Management with Trello: AI Integration,Coursera,Guided Project,INTERMEDIATE,0.555301388,2,4,https://www.coursera.org/learn/streamlined-project-management-with-trello-ai-integration,"""Streamlined Project Management with Trello: AI Integration"" is ideal for professionals keen on integrating AI with project management. In this 1-hour course, you'll learn to structure a Go-To-Market plan using AI tools in Trello, optimize project workflows, and create effective marketing strategies with ChatGPT and Atlassian Intelligence. 

The project involves practical tasks like building a GTM plan in Trello, using AI for content and planning, and implementing Trello automations. It’s unique in blending Trello's organizational prowess with advanced AI tools for a dynamic project management experience.

To ensure successful participation in this project, learners will need:

- Basic Understanding of Project Management Principles: Familiarity with fundamental concepts of Kanban project management, including task organisation, deadline management, and teamwork coordination.
- Experience with Digital Marketing: Comfort with developing marketing strategies, familiarity with campaign planning, and understanding audience targeting.
- Basic understanding of Trello: Prior experience with Trello’s interface will be beneficial.
- Trello Standard or Trello Premium Subscription: This project requires features that are not available in the Trello Free Plan.
- Access to ChatGPT: Ability to use ChatGPT for brainstorming and strategy development.","Automation, Content Creation, Go To Market Strategy, AI Enablement, Digital Marketing, Artificial Intelligence, Marketing Strategy and Techniques, ChatGPT, Scheduling, Workflow Management, Project Management, Organizational Skills, Marketing","Automation, Content Creation, Go To Market Strategy, AI Enablement, Digital Marketing, Artificial Intelligence, Marketing Strategy and Techniques, ChatGPT, Scheduling, Workflow Management, Project Management, Organizational Skills, Marketing",,,"Spanish, Arabic, French, German, Hungarian, English",English,"Spanish, Arabic, French, German, Hungarian",Business,Business Essentials,zfQCkQJzEe-PZgr_4p5lOw,,FALSE,Khristian Serrano,1601,English
AI Workflow: Data Analysis and Hypothesis Testing,IBM,Course,ADVANCED,1.600533288,10,4.27,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing,"This is the second course in the IBM AI Enterprise Workflow Certification specialization.  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.  

In this course you will begin your work for a hypothetical streaming media company by doing exploratory data analysis (EDA).  Best practices for data visualization, handling missing data, and hypothesis testing will be introduced to you as part of your work.  You will learn techniques of estimation with probability distributions and extending these estimates to apply null hypothesis significance tests. You will apply what you learn through two hands on case studies: data visualization and multiple testing using a simple pipeline.
 
By the end of this course you should be able to:
1.  List several best practices concerning EDA and data visualization
2.  Create a simple dashboard in Watson Studio
3.  Describe strategies for dealing with missing data
4.  Explain the difference between imputation and multiple imputation
5.  Employ common distributions to answer questions about event probabilities
6.  Explain the investigative role of hypothesis testing in EDA
7.  Apply several methods for dealing with multiple testing
 
Who should take this course?
This course targets existing data science practitioners that have expertise building machine learning models, who want to deepen their skills on building and deploying AI in large enterprises. If you are an aspiring Data Scientist, this course is NOT for you as you need real world expertise to benefit from the content of these courses.

What skills should you have?
It is assumed that you have completed Course 1 of the IBM AI Enterprise Workflow specialization and have a solid understanding of the following topics prior to starting this course: Fundamental understanding of Linear Algebra; Understand sampling, probability theory, and probability distributions; Knowledge of descriptive and inferential statistical concepts; General understanding of machine learning techniques and best practices; Practiced understanding of Python and the packages commonly used in data science: NumPy, Pandas, matplotlib, scikit-learn; Familiarity with IBM Watson Studio; Familiarity with the design thinking process.","Dashboard, Exploratory Data Analysis, Statistics, Python Programming, Data Presentation, Statistical Hypothesis Testing, Probability & Statistics, Data Science, Data Preprocessing, Data Manipulation, Statistical Inference, Data Analysis, Machine Learning, Data Cleansing, Statistical Analysis, Matplotlib, Probability Distribution, Pandas (Python Package), Jupyter, Data Visualization","Dashboard, Exploratory Data Analysis, Statistics, Python Programming, Data Presentation, Statistical Hypothesis Testing, Probability & Statistics, Data Science, Data Preprocessing, Data Manipulation, Data Analysis, Machine Learning, Data Cleansing, Statistical Analysis, Matplotlib, Probability Distribution, Pandas (Python Package), Jupyter, Data Visualization",IBM AI Enterprise Workflow,https://www.coursera.org/specializations/ibm-ai-workflow,"Spanish, German, Arabic, French, English",English,"Spanish, German, Arabic, French",Data Science,Machine Learning,zeI6XJgzEemFZQpjgGktLA,kiCXgpRzEemmZw4Fe4iRaA,FALSE,Mark J Grover,9656,English
Java Development Capstone Project,IBM,Course,ADVANCED,2.540588376,16,4.4,https://www.coursera.org/learn/java-development-capstone-project,"Gain demonstrable Java development experience you can showcase to employers with this IBM capstone project, designed to put your job-ready programming skills to work in a real-world scenario. 

This hands-on project challenges you to implement application architecture and software development concepts and techniques as you move a clinic’s administration from paper-based workflows to an online Smart Clinic Management System.   

During the project, you’ll put key skills into practice, including requirements gathering with an Agile framework, SQL and NoSQL database design, and architecting an MVC-based Spring Boot application with Java annotations and validations. Plus, you’ll build a frontend with HTML, CSS, and JavaScript for admins, doctors, and patients.  

As you progress, you’ll also design key artifacts, including user stories, an architecture document, a database design document, and CI/CD plans. Then you’ll submit a public repository with all the code and the architecture design document for evaluation.  

If you’re an aspiring software developer who wants a portfolio project that demonstrates your job-ready Java skills to prospective employers, enroll today!

It is recommended that you complete the following courses: 

•	Introduction to Software Engineering 
•	Java Programming for Beginners  
•	Getting Started with Git and GitHub 
•	Introduction to HTML, CSS, & JavaScript  
•	Object Oriented Programming in Java 
•	Cloud Native, Microservices, Containers, and Agile 
•	Spring Framework for Java Development  
•	Java Development with Databases","Docker (Software), Continuous Integration, Database Design, Java, Model View Controller, Java Programming, User Story, Spring Boot, Software Architecture, Back-End Web Development, Restful API, Front-End Web Development, Application Programming Interface (API), HTML and CSS, CI/CD, Database Application, Software Design Documents, Full-Stack Web Development, Databases, Microservices","Docker (Software), Continuous Integration, Database Design, Java, Model View Controller, Java Programming, User Story, Spring Boot, Software Architecture, Back-End Web Development, Restful API, Front-End Web Development, Application Programming Interface (API), HTML and CSS, CI/CD, Database Application, Software Design Documents, Full-Stack Web Development, Databases, Microservices",IBM Java Developer,https://www.coursera.org/specializations/java-developer,English,English,"Spanish, Pushto, Vietnamese, Arabic, German, French, Chinese (China), Kazakh, Portuguese (Brazil), Hindi, Uzbek, Russian, Indonesian",Computer Science,Software Development,zdKmx_LtEe--nhIUP1DqPQ,child~yQENaMAMSCCO278h_Om0Sw; 8xjb0SjZT32EQ_gU2mscFw,FALSE,IBM Skills Network Team,2459,English
Determining AI Needs,Fred Hutchinson Cancer Center,Course,INTERMEDIATE,1.126725298,3,4.12,https://www.coursera.org/learn/determining-ai-needs,"There are a ever increasing number of options, strategies and solutions for integrating AI solutions into a project. It can feel overwhelming to understand what these options entail let alone understand how to decide what solution best fits a use case.

In this course we aim to give individuals the basic info they need to make basic plans for integrating AI tools into their project.

The course is intended for individuals who have an AI related project in mind or think that they might need to incorporate AI into their project. They are likely the leader who is guiding others in an AI related project and not necessarily the person who will write code or carry out the technical aspects of the project.","Usability Testing, AI Security, Model Evaluation, Decision Making, Goal Setting, Artificial Intelligence, Cost Estimation, Project Planning, Data Security, Needs Assessment, Project Design, AI Enablement, Resource Planning, Resource Management, AI Product Strategy","Usability Testing, AI Security, Model Evaluation, Decision Making, Goal Setting, Artificial Intelligence, Cost Estimation, Project Planning, Data Security, Needs Assessment, Project Design, AI Enablement, Resource Planning, Resource Management, AI Product Strategy",,,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Uzbek, English, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",English,"Italian, Turkish, Dutch, Korean, French, Arabic, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Data Science,Machine Learning,zYskXZraEe6OUwokHQTVtw,,FALSE,"Candace Savonen, MS",756,English
Applying Data Analytics in Marketing,University of Illinois Urbana-Champaign,Course,INTERMEDIATE,7.379786803,16,4.54,https://www.coursera.org/learn/applying-data-analytics-business-in-marketing,"This course introduces students to marketing analytics as a data-driven approach to solving real-world marketing problems. It covers four key areas: causal analysis (identifying cause-and-effect in marketing interventions), predictive modeling and AI (forecasting customer behaviors using machine learning), social media analysis (extracting insights from online consumer interactions through text and network analysis), and consumer demand and preference analysis (estimating preferences, demand, and customer lifetime value). Students will gain hands-on experience using Python to analyze diverse data sources, apply advanced analytics techniques, and generate actionable insights to support strategic marketing decisions.","Data Analysis, Marketing Analytics, Customer Insights, Digital Marketing, Machine Learning, Customer Analysis, Data Ethics, Advanced Analytics, Predictive Modeling, Marketing, AI Personalization, Text Mining, Marketing Effectiveness, Generative AI, Social Network Analysis, Customer Retention, Marketing Strategy and Techniques, Predictive Analytics, Analytics, Market Analysis","Data Analysis, Marketing Analytics, Customer Insights, Digital Marketing, Machine Learning, Customer Analysis, Data Ethics, Advanced Analytics, Predictive Modeling, Marketing, AI Personalization, Text Mining, Marketing Effectiveness, Generative AI, Social Network Analysis, Customer Retention, Marketing Strategy and Techniques, Predictive Analytics, Analytics, Market Analysis",Business Analytics,https://www.coursera.org/specializations/analytics,English,English,"Italian, Turkish, Dutch, Arabic, Korean, French, Chinese (China), Hungarian, Greek, Portuguese (Brazil), Kazakh, Hindi, Indonesian, Spanish, Swedish, Thai, German, Polish, Japanese, Ukrainian, Russian",Business,Marketing,zYpebxt9EembeA7nePLTyA,JAvVoafYEeiGnxLVeReang,FALSE,Unnati Narang,25489,English
Graphic Design,Adobe,Course,BEGINNER,1.571957613,25,4.61,https://www.coursera.org/learn/adobe-graphic-design,"Unleash your creativity with our Adobe Illustrator course. You'll master essential tools, explore color theory, and learn to create stunning vector art. Get hands-on with industry practices and complete a final project to include in your portfolio and share with the world.

Ready to dive in? Let's get started.","Adobe Illustrator, Design Elements And Principles, Typography, Color Theory, Graphic Design, Digital Design, Graphic and Visual Design, Graphic and Visual Design Software, Graphics Software, Creativity, Adobe Creative Cloud, Generative AI, Design","Adobe Illustrator, Design Elements And Principles, Typography, Color Theory, Graphic Design, Digital Design, Graphic and Visual Design, Graphic and Visual Design Software, Graphics Software, Creativity, Generative AI, Design","Adobe Graphic Designer: Design that Demands Attention; Creative Design Tools: Adobe Photoshop, Illustrator, Acrobat; Generative AI in Adobe Creative Cloud",https://www.coursera.org/specializations/adobe-graphic-designer,English,English,"Spanish, Pushto, German, French, Arabic, Hungarian, Kazakh, Uzbek",Computer Science,Design and Product,zYo_poalEe-Prw4pgRltBQ,lGQB3TIwReu8lHe8DeFrUQ; 9_b5waTHQ5anciL8w_-KDA; ZNSUaHq2Qbu_PCcyf67m8g,FALSE,Adobe,80236,English
